Serial,Event,Code County,County,Code District,District,Code Division,Division,Date (YMD),Comments,Cause,Description of Cause,Source,Magnitude,GLIDEnumber,Other sectors,DataCards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Lost Cattle
1687,TRAFFIC ACCIDENT,7,HOMABAY,710,RACHUONYO,71001,EAST KARACHUONYO,10/14/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a motor cycle,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,TRAFFIC ACCIDENT,42,TRANS-NZOIA,4215,TRANS NZOIA WEST,421502,CHERANGANY,10/14/2011 07:00:00 AM +0000,,Error,Passenger fell from moving trailer & was overun by rear tyre,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,10/14/2011 07:00:00 AM +0000,,Error,Driver of tanker lost control and hit a juvenile pedestrian,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,TRAFFIC ACCIDENT,3,BUNGOMA,301,BUNGOMA EAST,30105,KIMILILI,10/14/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a lorry,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,TRAFFIC ACCIDENT,23,MAKUENI,2305,MAKUENI,230514,MTITO ANDEI,09/20/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220411,YATTA,12/07/2011 08:00:00 AM +0000,,Negligence,Pedal cyclist suddenly emerged and was knocked down,,,,Destroyed bicycle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,TRAFFIC ACCIDENT,6,GARISSA,601,GARISSA,60104,CENTRAL GARISSA,09/20/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,TRAFFIC ACCIDENT,29,MURANGA,2903,MARAGUA,290301,KANDARA,10/12/2011 07:00:00 AM +0000,Motor vehicle collided head on with a lorry after hitting a pedal cyclist and losing control,Error,"Driver hit pedal cyclist, lost control & collided head on",KPR,,,Motor vehicles & bicylce were damaged,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,TRAFFIC ACCIDENT,16,KISII,1603,GUCHA,160306,OGEMBO,09/20/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,TRAFFIC ACCIDENT,4,BUSIA,402,BUSIA,40202,BUSIA TOWNSHIP,12/07/2011 08:00:00 AM +0000,,Negligence,Pedal cyclist knocked down,,,,Destroyed bicycle and damaged motorvehicle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,TRAFFIC ACCIDENT,3,BUNGOMA,301,BUNGOMA EAST,30102,CENTRAL BUNGOMA,10/12/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a bus,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,TRAFFIC ACCIDENT,10,KAKAMEGA,1005,LUGARI,100502,LUGARI,04/28/2011 07:00:00 AM +0000,,Hit and Run,motorcycle hit from behind by vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,04/28/2011 07:00:00 AM +0000,,Error,driver lost control and collided with oncoming vehicle,KPR,,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,TRAFFIC ACCIDENT,14,KILIFI,1401,KILIFI,140107,KIKAMBALA,10/13/2011 07:00:00 AM +0000,,Negligence,Driver on wrong lane collided with a trailer,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,TRAFFIC ACCIDENT,17,KISUMU,1705,KISUMU,170504,WINAM,04/28/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,TRAFFIC ACCIDENT,40,TANA-RIVER,4007,TANA RIVER,400702,BURA,04/28/2011 07:00:00 AM +0000,,Error,front tyre burst then driver lost control veered off  road,KPR,,,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130105,LIMURU,09/21/2011 07:00:00 AM +0000,,Negligence,Overtaking without due care,KPR,,,2 Destroyed motorvehicles,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,TRAFFIC ACCIDENT,3,BUNGOMA,301,BUNGOMA EAST,30110,WEBUYE,04/27/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,TRAFFIC ACCIDENT,34,NYAMIRA,3408,NYAMIRA,,,04/27/2011 07:00:00 AM +0000,,Error,driver lost control veered off the road and hit pedestrians,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,TRAFFIC ACCIDENT,16,KISII,1602,CENTRAL KISII,160202,KISII TOWNSHIP,04/27/2011 07:00:00 AM +0000,,Error,driver lost control veered off the road and hit pedestrians,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300107,PUMWANI,10/13/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a lorry,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,TRAFFIC ACCIDENT,18,KITUI,1803,KITUI,180304,KABATI,04/27/2011 07:00:00 AM +0000,,Error,bicycle and mororcycle collision,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,TRAFFIC ACCIDENT,27,MIGORI,2707,MIGORI,270701,AWENDO,09/21/2011 07:00:00 AM +0000,,Negligence,Motorcyclist hit a stationary tractor,KPR,,,Destroyed Motorcycle,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90405,NAMANGA,09/21/2011 07:00:00 AM +0000,,Negligence,Pedestrians knocked down,KPR,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311003,GILGIL,09/21/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,04/27/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,TRAFFIC ACCIDENT,34,NYAMIRA,3408,NYAMIRA,340804,NYAMIRA,04/27/2011 07:00:00 AM +0000,,Error,driver lost control veered off the road and hit pedestrian,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,09/21/2011 07:00:00 AM +0000,,Negligence,Pedestrian slipped when stealing a ride and crushed by bus,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130104,LARI,04/25/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,TRAFFIC ACCIDENT,11,KEIYO-MARAKWET,1105,KEIYO,110505,TAMBACH,04/24/2011 07:00:00 AM +0000,,Error,driver lost control and vehicle rolled several times,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,TRAFFIC ACCIDENT,23,MAKUENI,2305,MAKUENI,230504,KASIKEU,09/22/2011 07:00:00 AM +0000,,Negligence,Wreckless driving of a lorry avoiding arrest,KPR,,,Damaged lorry,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311011,MOLO,04/24/2011 07:00:00 AM +0000,,Error,driver hit another vehicle,KPR,,,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,04/24/2011 07:00:00 AM +0000,,Error,pedestrian walking along the road,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360607,MUNICIPALITY,04/24/2011 07:00:00 AM +0000,,Error,motor cyclist hit by vehicle,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,04/24/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,TRAFFIC ACCIDENT,4,BUSIA,402,BUSIA,40202,BUSIA TOWNSHIP,04/23/2011 07:00:00 AM +0000,,Error,motor cyclist hit by lorry,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,TRAFFIC ACCIDENT,17,KISUMU,1705,KISUMU,170504,WINAM,04/24/2011 07:00:00 AM +0000,,Error,motor cyclist hit by tractor,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300105,KIBERA,10/13/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311011,MOLO,10/13/2011 07:00:00 AM +0000,,Error,Driver lost control and collided with a lorry,KPR,,,Motor vehicles were damaged,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,TRAFFIC ACCIDENT,26,MERU,2609,MERU NORTH,260902,IGEMBE CENTRAL,09/22/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,09/22/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,09/22/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,09/22/2011 07:00:00 AM +0000,Juvenile knocked down,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,09/22/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,TRAFFIC ACCIDENT,38,SIAYA,3811,SIAYA,381103,UGUNJA,09/22/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,TRAFFIC ACCIDENT,3,BUNGOMA,306,MT ELGON,30602,KAPSOKWONY,09/22/2011 07:00:00 AM +0000,Rider of the motorcycle escaped after the traffic accident,Negligence,Failure to stop the motorcycle at junction,KPR,,,Destroyed motorcycle,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,10/15/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a speeding vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,10/15/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a mini bus,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,10/15/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,10/15/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,TRAFFIC ACCIDENT,1,BARINGO,107,KOIBATEK,10706,MOGOTIO,10/15/2011 07:00:00 AM +0000,Matatu veered off the road after losing control and landed in a ditch,Error,"Matatu hit donkey, lost control and collided with a lorry",KPR,,,,1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,290405,MATHIOYA,10/16/2011 07:00:00 AM +0000,,Error,"Bus driver lost control, veered off road and rolled",KPR,,,,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,TRAFFIC ACCIDENT,8,ISIOLO,802,ISIOLO,80201,CENTRAL ISIOLO,10/16/2011 07:00:00 AM +0000,,Error,Motor cyclist was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,290403,KANGEMA,04/24/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,TRAFFIC ACCIDENT,14,KILIFI,1404,MALINDI,140402,MALINDI,04/24/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,04/22/2011 07:00:00 AM +0000,,Error,driver lost control and vehicle rolled several times,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,TRAFFIC ACCIDENT,18,KITUI,1803,KITUI,180305,MUTITU,10/15/2011 07:00:00 AM +0000,,Negligence,Pedestrian stealing ride from moving lorry fell down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,TRAFFIC ACCIDENT,44,UASIN-GISHU,4417,UASIN GISHU,441703,KESSES,04/21/2011 07:00:00 AM +0000,,Error,"rear tyre burst, driver lost control and vehicle rolled",KPR,,,,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,TRAFFIC ACCIDENT,17,KISUMU,1705,KISUMU,170503,MASENO,04/22/2011 07:00:00 AM +0000,,Error,pedestrian walking along the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,TRAFFIC ACCIDENT,23,MAKUENI,2305,MAKUENI,230502,KAITI,10/14/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a canter,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,TRAFFIC ACCIDENT,17,KISUMU,1709,NYANDO,170904,NYANDO,04/22/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,TRAFFIC ACCIDENT,23,MAKUENI,2305,MAKUENI,230510,MAKINDU,10/16/2011 07:00:00 AM +0000,,Error,Driver lost control and rolled several times,KPR,,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,04/22/2011 07:00:00 AM +0000,,Error,driver lost control and hit pedestrians,KPR,,,,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,10/16/2011 07:00:00 AM +0000,,Error,Motor cyclist lost control and landed in a ditch,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,TRAFFIC ACCIDENT,29,MURANGA,2903,MARAGUA,290304,MARAGUA,09/23/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,TRAFFIC ACCIDENT,15,KIRINYAGA,1502,KIRINYAGA,150201,CENTRAL KIRINYAGA,10/17/2011 07:00:00 AM +0000,,Error,Accident involved a motor cycle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130707,THIKA MUNICIPALITY,10/18/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by a hit and run vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220401,CENTRAL MACHAKOS,09/23/2011 07:00:00 AM +0000,,Error,Lost control,KPR,,,Damaged matatu,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,TRAFFIC ACCIDENT,23,MAKUENI,2305,MAKUENI,230506,KIBWEZI,09/23/2011 07:00:00 AM +0000,,Error,Lost control,KPR,,,Damaged Motorvehicle,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,TRAFFIC ACCIDENT,18,KITUI,1803,KITUI,180308,YATTA KITUI,10/17/2011 07:00:00 AM +0000,,Error,Pedal cyclist was hit and dragged by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,09/23/2011 07:00:00 AM +0000,,Negligence,Failure to keep distance,KPR,,,Destroyed motorcycle and damaged motorvehicle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,TRAFFIC ACCIDENT,2,BOMET,202,BOMET,20206,SOTIK BOMET,09/23/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,TRAFFIC ACCIDENT,16,KISII,1603,GUCHA,160306,OGEMBO,10/17/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a lorry,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130104,LARI,04/22/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,04/22/2011 07:00:00 AM +0000,,Error,front tyre burst then driver lost control ,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,TRAFFIC ACCIDENT,16,KISII,1602,CENTRAL KISII,160202,KISII TOWNSHIP,10/17/2011 07:00:00 AM +0000,After the vehicle lost control it hit another vehicle and also knocked down a pedestrian,Fault,Lorry steering rod got broken and vehicle lost control ,KPR,,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90406,NGONG,10/17/2011 07:00:00 AM +0000,,Error,Bus knocked down two pedestrians,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,TRAFFIC ACCIDENT,12,KERICHO,1206,KERICHO,,,10/17/2011 07:00:00 AM +0000,,Error,Bus collided head on with a motor cycle,KPR,,,Bus and motor cycle were damaged,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311016,RONGAI,10/17/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a land rover,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,TRAFFIC ACCIDENT,15,KIRINYAGA,1502,KIRINYAGA,150201,CENTRAL KIRINYAGA,10/18/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by a hit and run motor vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360607,MUNICIPALITY,09/24/2011 07:00:00 AM +0000,,Error,Lost control and landed on a Calvat,KPR,,,Destroyed motorvehicle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,TRAFFIC ACCIDENT,39,TAITA-TAVETA,3906,TAITA TAVETA,390606,VOI,09/17/2011 07:00:00 AM +0000,,Unknown,Bus involved in a traffic accident,KPR,,,Damaged bus,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,TRAFFIC ACCIDENT,29,MURANGA,2903,MARAGUA,290304,MARAGUA,10/18/2011 07:00:00 AM +0000,,Error,"Driver lost control, swerved to the right & hit a tree",KPR,,,Motor vehicle was damaged,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220401,CENTRAL MACHAKOS,09/24/2011 07:00:00 AM +0000,,Negligence,Pedal cyclist knocked down,KPR,,,,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130706,RUIRU,10/18/2011 07:00:00 AM +0000,,Error,Pedestrian was run over by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,09/24/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,TRAFFIC ACCIDENT,23,MAKUENI,2305,MAKUENI,230510,MAKINDU,10/17/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a motor vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,09/24/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,TRAFFIC ACCIDENT,6,GARISSA,601,GARISSA,60105,DADAAB,09/24/2011 07:00:00 AM +0000,Victim was a juvenile of 8 years,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,10/18/2011 07:00:00 AM +0000,Pedestrain was overun by rear tyre,Negligence,"Pedestrian stealing ride slipped, fell & was overun by tyres",KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90402,LOITOKITOK,09/24/2011 07:00:00 AM +0000,,Error,Lost cotrol of a motorcycle skidding on  the tarmarc,KPR,,,Damaged motorcycle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,10/18/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a motor vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,TRAFFIC ACCIDENT,43,TURKANA,4316,TURKANA,431601,CENTRAL TURKANA,09/25/2011 07:00:00 AM +0000,,,,KPR,,,Bus destroyed,1,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,TRAFFIC ACCIDENT,10,KAKAMEGA,1005,LUGARI,100502,LUGARI,09/24/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,10/17/2011 07:00:00 AM +0000,"Juveniles were running towards vehicle with intention to board and steal a ride, one knocked himself on the vehicle",Error,Juveniles were trying to steal ride from pick up,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,TRAFFIC ACCIDENT,10,KAKAMEGA,1005,LUGARI,100502,LUGARI,10/18/2011 07:00:00 AM +0000,The children were walking from school when they were hit by the canter that lost control,Error,"Driver lost control, veered off road & rammed into children",KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,290402,KAHURO,10/19/2011 07:00:00 AM +0000,,Error,"Driver lost control, veered off the road & hit a pedestrian",KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220411,YATTA,10/19/2011 07:00:00 AM +0000,,Error,Pedal cyclist was hit by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,10/19/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a lorry,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,10/19/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a mini bus,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,10/19/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a mini bus,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,TRAFFIC ACCIDENT,45,VIHIGA,4508,VIHIGA,450802,LUANDA,10/19/2011 07:00:00 AM +0000,,Error,Two motor cycles collided head on,KPR,,,Motor cycles were damaged,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130105,LIMURU,10/20/2011 07:00:00 AM +0000,,Error,"Driver lost control, veered off the road and hit a tree",KPR,,,Motor vehicle was damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130707,THIKA MUNICIPALITY,10/20/2011 07:00:00 AM +0000,The motor cylist landed on a ditch after losing control,Error,"Motor cyclist lost control, veered off the road",KPR,,,Motor cycle was damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220411,YATTA,10/20/2011 07:00:00 AM +0000,,Error,Driver lost control of motor vehicle & rolled several times,KPR,,,Motor vehicle was damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,TRAFFIC ACCIDENT,29,MURANGA,2903,MARAGUA,290304,MARAGUA,09/25/2011 07:00:00 AM +0000,,Hit and Run,Body found on the side of the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
